lon,lat,weather_id,main,description,icon,base,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,dt,sys_type,sys_id,country,sunrise,sunset,timezone,city_id,city_name,cod,level
-156.626011,-6.138119,800,Clear,clear sky,01n,stations,269.2,310.09,236.45,259.09,1018,97,1029,920,7865,9.78,315,18.88,9,1716291860,1,9447,IN,1716267290,1716329241,-25200,3612037,Rumbak,200,0
-87.858928,-42.354081,800,Clear,clear sky,01n,stations,303.12,278.45,259.42,249.76,1027,70,1019,900,8718,11.2,143,9.76,32,1716303908,1,7830,IT,1716313799,1716319739,-43200,7053093,Pitampura,200,0
110.452886,4.835989,800,Clear,clear sky,01n,stations,229.27,275.28,250.8,281.99,992,89,1004,910,1181,14.19,316,13.94,27,1716270567,1,2169,IT,1716294603,1716347552,-43200,2614204,Pune,200,0
144.510774,-51.096533,800,Clear,clear sky,01n,stations,237.43,232.39,310.28,296.65,1011,98,1022,943,3501,8.39,161,17.77,33,1716319694,1,5588,IT,1716281300,1716311357,0,8840896,Whitby,200,0
-27.784664,-43.76052,800,Clear,clear sky,01n,stations,235.36,272.11,226.02,251.08,1027,76,1003,995,2345,0.06,51,16.53,30,1716296825,1,4155,IN,1716340181,1716265958,-25200,9390164,Zocca,200,0
-59.169384,-69.334939,800,Clear,clear sky,01n,stations,277.79,299.69,283.01,294.53,1006,87,984,984,5689,12.73,196,4.35,43,1716304827,1,9355,IN,1716291278,1716270334,7200,5348618,Whitby,200,0
-120.493268,65.942779,800,Clear,clear sky,01n,stations,240.79,245.84,244.39,265.72,1009,78,993,999,9672,8.84,85,6.81,69,1716306807,1,7945,GB,1716303241,1716292471,-25200,9313630,Nantucket,200,0
15.918508,32.11805,800,Clear,clear sky,01n,stations,260.54,241.39,244.1,278.86,985,38,994,952,9979,13.09,314,17.9,96,1716324607,1,4007,IT,1716325689,1716323001,0,9289619,Nantucket,200,0
156.251818,25.511579,800,Clear,clear sky,01n,stations,294.49,307.2,286.7,287.91,1022,17,1004,911,7926,7.32,58,5.03,26,1716279820,1,7536,IT,1716338720,1716324840,19800,9807684,Cornville,200,0
-101.508274,36.304491,800,Clear,clear sky,01n,stations,269.14,319.58,243.99,262.63,991,90,1015,901,6384,5.06,304,12.13,76,1716307651,1,5711,US,1716338820,1716266945,0,2306582,Whitby,200,0
-58.198177,-58.727793,800,Clear,clear sky,01n,stations,317.41,251.45,314.84,259.21,994,48,982,999,9238,13.92,277,13.33,10,1716327014,1,8473,US,1716336655,1716334203,19800,3352781,Rumbak,200,0
72.019616,11.819879,800,Clear,clear sky,01n,stations,280.1,224.78,308.2,305.05,1006,75,1008,980,5875,5.4,81,3.08,55,1716273572,1,9653,GB,1716263555,1716341819,-43200,8219027,Cornville,200,0
146.838536,-48.756319,800,Clear,clear sky,01n,stations,238.28,226.03,245.82,224.97,985,56,994,965,7425,11.05,357,1.53,42,1716324747,1,9036,IN,1716278210,1716283437,0,1083353,Pune,200,0
95.284265,-50.469248,800,Clear,clear sky,01n,stations,309.83,281.43,305.36,242.15,980,74,1009,981,7634,3.51,32,13.79,6,1716348316,1,5588,US,1716344047,1716280559,-43200,5989504,Pitampura,200,0
25.294519,12.993905,800,Clear,clear sky,01n,stations,293.18,222.8,222.96,309.79,1002,99,983,1028,8838,13.59,213,13.71,38,1716297646,1,9051,GB,1716320815,1716344228,-25200,6492657,Pitampura,200,0
-112.834929,21.531647,800,Clear,clear sky,01n,stations,304.91,285.53,290.81,291.63,982,93,1010,1002,1115,7.43,253,4.21,44,1716292190,1,2182,GB,1716308751,1716328233,7200,2228560,Zocca,200,0
161.775907,73.934746,800,Clear,clear sky,01n,stations,226.17,281.52,227.86,288.61,985,99,1005,915,7853,11.36,203,10.96,16,1716338612,1,5675,US,1716290782,1716273400,0,5845002,Pune,200,0
-161.550483,-86.167842,800,Clear,clear sky,01n,stations,226.84,315.21,300.95,265.55,990,20,996,962,2226,5.23,104,5.68,73,1716301761,1,9180,US,1716313488,1716290701,0,8326324,Whitby,200,0
51.619644,65.607555,800,Clear,clear sky,01n,stations,275.79,299.17,302.16,225.64,1014,34,1005,985,3453,11.51,108,6.29,24,1716347748,1,1926,GB,1716327962,1716333201,-25200,5327110,Cornville,200,0
39.400547,-75.247003,800,Clear,clear sky,01n,stations,255.69,310.3,275.36,316.65,989,42,1016,947,6327,14.78,21,14.93,13,1716315990,1,2441,IN,1716318825,1716269273,-25200,2131364,Cornville,200,0
-6.746567,47.830663,800,Clear,clear sky,01n,stations,250.14,229.41,288.77,223.58,995,16,980,1005,1413,14.31,276,16.46,98,1716280543,1,6320,IT,1716285843,1716314981,7200,9423120,Cornville,200,0
23.875493,75.754097,800,Clear,clear sky,01n,stations,242.48,264.45,302.42,273.53,1012,17,987,927,7520,10.47,250,3.22,62,1716321043,1,3804,GB,1716306449,1716291088,7200,6903383,Rumbak,200,0
-145.353635,-67.981209,800,Clear,clear sky,01n,stations,288.2,285.67,298.2,303.06,1001,11,985,901,4344,5.43,107,15.02,75,1716282519,1,6888,IT,1716315249,1716280702,0,9602398,Rumbak,200,0
-164.633019,1.549168,800,Clear,clear sky,01n,stations,250.3,266.91,246.46,302.12,1018,71,1000,920,8351,13.42,17,7.05,3,1716308561,1,7488,IN,1716344982,1716320836,0,1409497,Pitampura,200,0
132.393706,-50.532126,800,Clear,clear sky,01n,stations,307.36,281.12,236.98,224.84,1015,19,1024,995,9230,11.18,62,16.76,42,1716276938,1,6093,IN,1716348030,1716336436,-25200,7704953,Cornville,200,0
7.812713,-15.593413,800,Clear,clear sky,01n,stations,258.45,269.36,312.17,274.39,1011,100,1015,966,9988,7.15,128,2.01,50,1716266153,1,7292,GB,1716318931,1716273745,19800,1359709,Nantucket,200,0
-128.475508,35.141963,800,Clear,clear sky,01n,stations,251.52,239.46,279.04,272.44,984,39,991,1029,9380,1.55,290,15.01,4,1716344955,1,8291,GB,1716289441,1716275706,-25200,3613375,Pitampura,200,0
-44.93448,-33.084891,800,Clear,clear sky,01n,stations,270.85,261.43,240.35,316.43,985,72,1025,950,3886,7.68,291,1.24,47,1716266145,1,1826,IT,1716296005,1716314956,7200,7913228,Cornville,200,0
96.892284,-27.091635,800,Clear,clear sky,01n,stations,285.93,288.01,282.66,307.94,1025,87,1005,954,7722,3.31,148,17.11,3,1716279488,1,9429,GB,1716278965,1716271043,-43200,2262005,Pune,200,0
-67.799559,53.402524,800,Clear,clear sky,01n,stations,310.43,256.53,269.7,283.84,991,36,992,1001,8169,13.38,292,19.48,46,1716315683,1,2530,US,1716318199,1716292063,-25200,8072785,Zocca,200,0
41.921488,-6.647764,800,Clear,clear sky,01n,stations,309.82,308.23,295.36,311.5,1026,74,1029,1025,6163,6.09,75,9.4,68,1716302602,1,8006,IN,1716314329,1716278470,19800,3021547,Nantucket,200,0
-33.165524,27.044093,800,Clear,clear sky,01n,stations,222.16,229.5,271.64,307.68,1017,49,1012,940,3097,12.66,310,18.33,2,1716265491,1,5449,GB,1716299561,1716327698,-25200,8153173,Rumbak,200,0
27.097448,-70.604518,800,Clear,clear sky,01n,stations,263.14,283.37,242.95,270.4,1007,45,988,933,6486,8.24,238,18.49,28,1716348775,1,2239,IT,1716327477,1716289350,0,4771836,Cornville,200,0
-160.476294,-86.662468,800,Clear,clear sky,01n,stations,291.4,233.05,238.37,256.92,980,65,1000,992,2571,13.05,289,15.24,77,1716338359,1,3029,US,1716340205,1716345434,-43200,5988946,Pitampura,200,0
53.259201,11.742499,800,Clear,clear sky,01n,stations,298.63,265.05,297.27,314.26,1005,79,1003,958,5052,11.3,323,10.8,43,1716279933,1,2049,IT,1716280678,1716275388,-25200,6133706,Whitby,200,0
13.001142,58.759801,800,Clear,clear sky,01n,stations,257.17,253.03,240.95,292.21,1007,93,1007,929,5517,4.54,218,17.15,15,1716270024,1,7806,US,1716311955,1716262826,19800,5226312,Pune,200,0
9.254446,68.82187,800,Clear,clear sky,01n,stations,304.14,307.21,234.76,263.8,983,28,1016,1012,1430,9.81,279,19.89,18,1716309508,1,4420,US,1716330861,1716269333,19800,9979562,Nantucket,200,0
85.965731,-73.417921,800,Clear,clear sky,01n,stations,241.8,286.88,265.63,314.39,1027,50,1007,1017,9207,7.13,242,14.28,4,1716328055,1,4853,GB,1716289811,1716300419,19800,1470014,Pune,200,0
-12.00916,38.922428,800,Clear,clear sky,01n,stations,275.82,293.94,243.93,315.23,983,78,1020,920,6932,3.6,236,7.72,14,1716277533,1,3089,US,1716306757,1716326158,0,7116233,Whitby,200,0
18.021277,-25.685733,800,Clear,clear sky,01n,stations,267.9,272.06,256.81,275.03,1013,75,1008,976,1286,3.3,77,11.28,26,1716296427,1,3910,GB,1716325268,1716317453,19800,3302608,Nantucket,200,0
170.6443,88.275878,800,Clear,clear sky,01n,stations,306.96,229.15,293.95,308.3,1022,94,1023,997,7118,13.81,176,0.06,3,1716317505,1,1307,IT,1716292088,1716321649,7200,3216671,Cornville,200,0
67.610651,68.943642,800,Clear,clear sky,01n,stations,259.21,271.31,296.49,246.01,1014,70,1009,946,1653,11.85,17,5.53,95,1716263561,1,7565,IT,1716302893,1716302744,-43200,4700856,Pitampura,200,0
-0.734904,75.83847,800,Clear,clear sky,01n,stations,300.76,293.51,315.76,254.03,1027,44,1014,1003,2697,10.28,189,11.04,72,1716328376,1,2348,US,1716327465,1716276573,0,4406076,Rumbak,200,0
-133.888615,64.241351,800,Clear,clear sky,01n,stations,296.63,229.61,244.13,289.4,1012,34,999,961,2197,10.18,345,5.81,9,1716345155,1,2170,IT,1716334232,1716306461,-25200,5585224,Whitby,200,0
-36.376826,45.658785,800,Clear,clear sky,01n,stations,308.27,234.57,313.12,245.67,984,82,1009,922,7434,1.6,337,5.96,86,1716323934,1,9020,IN,1716281303,1716325236,19800,7406530,Pune,200,0
-22.513383,-39.44867,800,Clear,clear sky,01n,stations,300.1,247.45,233.9,304.98,1010,64,980,970,2313,8.22,277,7.83,48,1716271308,1,3758,IT,1716322850,1716338563,-25200,1337924,Whitby,200,0
-114.581348,75.394985,800,Clear,clear sky,01n,stations,263.04,243.55,266.51,249.81,1000,72,1010,936,3806,1.48,106,3.13,90,1716326333,1,5515,IT,1716304362,1716318615,7200,3699060,Rumbak,200,0
169.142271,58.333518,800,Clear,clear sky,01n,stations,256.22,250.95,271.03,281.33,1027,98,1005,921,3535,3.79,55,5.91,39,1716339147,1,1532,IN,1716312160,1716275401,-25200,8928047,Zocca,200,0
-102.324548,28.156666,800,Clear,clear sky,01n,stations,268.95,312.86,269.69,254.44,1003,98,993,1030,7887,12.4,13,5.32,45,1716346511,1,9403,GB,1716265278,1716292762,7200,4118170,Rumbak,200,0
145.261498,-29.594482,800,Clear,clear sky,01n,stations,231.87,271.99,297.14,317.27,1030,83,1019,926,6257,2.25,254,13.71,50,1716316039,1,8447,IN,1716293241,1716303972,7200,4126923,Whitby,200,0
102.958111,85.174206,800,Clear,clear sky,01n,stations,228.04,238.52,263.82,314.81,986,26,998,929,5724,11.39,157,0.81,85,1716280404,1,6505,IN,1716263276,1716268261,-25200,1201912,Zocca,200,0
-153.616171,-69.432786,800,Clear,clear sky,01n,stations,286.27,288.95,267.13,259.23,1029,54,1027,1016,5663,14.3,101,15.28,85,1716314521,1,5924,IT,1716266957,1716304871,0,5868992,Pitampura,200,0
-45.221943,-38.973547,800,Clear,clear sky,01n,stations,241.77,262.56,252.51,310.64,1005,10,980,901,4716,1.12,351,6.9,47,1716265918,1,7259,GB,1716315763,1716309504,19800,6176231,Whitby,200,0
-19.654795,-3.765896,800,Clear,clear sky,01n,stations,231.25,245.74,222.02,256.82,1003,44,989,972,7935,9.87,326,15.43,99,1716308678,1,2362,GB,1716332743,1716327004,-43200,1925613,Nantucket,200,0
58.142217,-85.470981,800,Clear,clear sky,01n,stations,318.34,275.64,226.0,268.62,988,26,1017,945,1572,6.25,234,4.21,73,1716299468,1,6995,GB,1716326863,1716323874,-25200,2760012,Pune,200,0
-47.341111,5.531034,800,Clear,clear sky,01n,stations,309.48,284.53,257.49,303.8,986,43,1000,941,9927,10.0,167,11.19,45,1716305120,1,9542,IT,1716308806,1716345002,7200,8781462,Rumbak,200,0
142.051943,-11.105152,800,Clear,clear sky,01n,stations,315.48,223.7,300.36,231.77,1007,25,1019,969,8925,3.09,339,8.87,62,1716308500,1,2649,US,1716284981,1716291605,0,3471858,Pitampura,200,0
-63.645305,-45.478958,800,Clear,clear sky,01n,stations,287.05,277.81,292.73,295.44,981,14,1013,1006,7928,0.69,272,15.65,31,1716343145,1,6328,IN,1716341208,1716342732,0,1457493,Cornville,200,0
179.575285,-22.658253,800,Clear,clear sky,01n,stations,221.63,221.72,248.45,254.02,994,15,1027,945,8370,7.59,333,12.71,67,1716314026,1,4961,GB,1716345743,1716292676,19800,2046510,Nantucket,200,0
-26.315837,5.811803,800,Clear,clear sky,01n,stations,273.04,285.41,267.55,307.35,1021,30,985,978,9613,12.26,169,10.06,84,1716283608,1,7367,IT,1716321872,1716266690,7200,9430724,Nantucket,200,0
-132.922236,-70.780586,800,Clear,clear sky,01n,stations,260.61,259.7,242.54,267.09,1008,65,1016,910,3788,13.77,196,2.14,12,1716297494,1,1627,IT,1716268578,1716335406,0,5059592,Cornville,200,0
159.461186,80.004351,800,Clear,clear sky,01n,stations,279.34,248.92,311.18,264.52,1021,34,1015,936,6196,11.6,185,3.33,83,1716288362,1,2345,IT,1716321721,1716289391,7200,4354784,Rumbak,200,0
-23.482094,51.171586,800,Clear,clear sky,01n,stations,257.95,314.69,247.85,294.88,1001,34,980,989,8277,13.3,176,0.91,67,1716307723,1,2545,US,1716335606,1716291097,-43200,6398961,Zocca,200,0
-123.235854,32.578163,800,Clear,clear sky,01n,stations,304.37,244.05,319.71,310.48,1007,66,1025,978,4884,10.94,234,3.75,16,1716345021,1,8354,GB,1716313309,1716313244,0,7284433,Pune,200,0
-26.126141,-28.967319,800,Clear,clear sky,01n,stations,271.84,232.67,247.41,232.36,992,65,1025,954,8718,5.6,44,18.6,27,1716290736,1,9635,US,1716269589,1716343670,-25200,7279460,Pune,200,0
-132.497397,56.951894,800,Clear,clear sky,01n,stations,312.8,236.3,318.69,260.19,1016,91,1022,1003,7766,8.29,111,1.58,72,1716283269,1,8287,GB,1716272991,1716275627,-43200,8571135,Pitampura,200,0
167.153329,-41.649714,800,Clear,clear sky,01n,stations,222.43,308.65,223.34,270.82,998,18,989,1019,9362,12.58,126,17.65,14,1716327218,1,8365,US,1716328571,1716322809,19800,7276779,Pitampura,200,0
-3.414767,-27.288973,800,Clear,clear sky,01n,stations,293.32,249.81,264.69,297.05,1013,79,1027,935,8158,0.21,2,2.83,45,1716265920,1,8700,US,1716280138,1716284613,-43200,6023963,Pitampura,200,0
-172.648318,-37.279797,800,Clear,clear sky,01n,stations,224.9,279.83,241.06,275.31,1005,63,1008,1023,6282,14.41,45,2.97,1,1716278755,1,7900,IT,1716281975,1716283170,7200,5842618,Whitby,200,0
84.523093,89.702264,800,Clear,clear sky,01n,stations,263.3,263.6,295.41,275.67,995,88,1001,1002,6145,4.34,26,14.87,72,1716263202,1,9461,IT,1716305572,1716277500,19800,6498250,Cornville,200,0
-74.13778,89.294898,800,Clear,clear sky,01n,stations,279.83,225.87,252.92,271.51,1000,80,995,1020,2285,10.88,307,5.0,91,1716293616,1,1047,GB,1716285861,1716279337,0,9323408,Nantucket,200,0
-80.410284,-58.923886,800,Clear,clear sky,01n,stations,222.55,263.04,235.01,258.4,999,39,1030,981,8748,7.7,326,11.03,13,1716326339,1,3133,IN,1716275406,1716299948,0,2701274,Cornville,200,0
-5.096222,1.316953,800,Clear,clear sky,01n,stations,281.82,230.4,229.52,285.22,1004,28,992,1008,4102,11.58,24,8.51,1,1716282005,1,8439,US,1716292431,1716322934,7200,9864326,Rumbak,200,0
-101.724677,7.653704,800,Clear,clear sky,01n,stations,278.74,265.92,266.81,251.07,992,62,996,941,3716,6.67,259,2.62,84,1716281764,1,3116,IN,1716318202,1716287259,19800,6878274,Zocca,200,0
81.393316,71.294094,800,Clear,clear sky,01n,stations,264.31,303.53,237.89,302.78,1008,47,996,1006,2333,8.51,316,12.47,59,1716341338,1,6624,GB,1716296244,1716278752,19800,3255045,Cornville,200,0
-59.853543,-8.429229,800,Clear,clear sky,01n,stations,248.53,248.55,287.46,261.62,998,45,990,904,9375,4.31,304,4.65,43,1716331785,1,4648,IN,1716304348,1716329744,19800,8681601,Pitampura,200,0
10.851512,32.136447,800,Clear,clear sky,01n,stations,266.32,244.97,272.92,230.16,1013,74,1015,909,7994,11.61,193,15.75,73,1716340776,1,5801,US,1716306834,1716271389,-43200,8668498,Cornville,200,0
-111.38483,33.142018,800,Clear,clear sky,01n,stations,280.86,317.34,306.2,311.17,1023,87,1026,948,8351,10.88,208,8.64,33,1716273334,1,3430,US,1716314083,1716300161,0,8374460,Whitby,200,0
-9.113183,-35.447646,800,Clear,clear sky,01n,stations,282.0,252.49,263.43,282.73,999,82,1006,1013,1396,9.03,37,13.23,60,1716331132,1,4474,IN,1716272642,1716287055,7200,1189343,Pitampura,200,0
-74.266912,66.058208,800,Clear,clear sky,01n,stations,263.65,261.52,244.3,242.76,988,58,1001,956,5071,6.08,113,8.24,22,1716311247,1,8100,US,1716297518,1716305399,7200,7136273,Rumbak,200,0
87.618102,20.6999,800,Clear,clear sky,01n,stations,231.72,294.88,283.46,258.36,1018,95,1024,930,3392,0.51,311,0.16,23,1716298953,1,5039,IN,1716346185,1716328396,7200,8079079,Whitby,200,0
-160.923678,7.835856,800,Clear,clear sky,01n,stations,233.09,293.23,240.66,220.25,1012,34,1015,924,6817,2.2,344,3.3,99,1716345087,1,5080,IT,1716345088,1716265859,19800,2013269,Pitampura,200,0
82.625038,-58.143894,800,Clear,clear sky,01n,stations,265.19,288.62,266.98,220.04,1002,19,1004,970,6686,0.15,243,8.64,43,1716296503,1,2694,IN,1716313295,1716306647,7200,3022997,Pitampura,200,0
105.486071,48.507742,800,Clear,clear sky,01n,stations,258.16,226.93,254.89,258.39,1018,20,1021,988,9984,11.1,44,4.46,49,1716315800,1,8989,US,1716306471,1716270888,-25200,6461728,Cornville,200,0
0.573077,71.630356,800,Clear,clear sky,01n,stations,312.19,258.56,250.55,224.1,990,11,1010,908,4821,12.55,188,16.58,16,1716300828,1,8812,IN,1716312698,1716297922,19800,7193616,Zocca,200,0
-100.361882,-70.771223,800,Clear,clear sky,01n,stations,295.86,304.74,239.55,318.7,998,99,1000,995,4704,5.58,192,1.16,40,1716273713,1,8218,IT,1716332867,1716265426,7200,4227175,Rumbak,200,0
124.81024,57.899277,800,Clear,clear sky,01n,stations,304.91,310.92,312.18,248.22,1008,96,984,1008,5579,10.16,156,12.53,67,1716270108,1,2876,US,1716315542,1716328706,0,1153633,Whitby,200,0
12.95431,-64.223266,800,Clear,clear sky,01n,stations,300.36,232.03,227.68,257.16,997,42,1008,1019,4201,7.69,159,1.5,41,1716282390,1,4802,IT,1716263788,1716272841,-43200,8501117,Pitampura,200,0
150.624508,31.020378,800,Clear,clear sky,01n,stations,273.85,308.01,277.27,285.38,980,94,1007,957,3675,8.42,273,17.98,69,1716283564,1,3424,US,1716328529,1716310404,19800,4818630,Whitby,200,0
-123.31027,16.216371,800,Clear,clear sky,01n,stations,293.17,277.69,302.62,270.37,1022,91,1001,942,7465,2.6,321,10.07,14,1716323623,1,8873,US,1716302707,1716297849,0,8277663,Nantucket,200,0
-105.174743,-8.391142,800,Clear,clear sky,01n,stations,314.65,271.07,292.85,307.51,1027,51,997,911,1263,8.48,142,6.36,8,1716275477,1,9890,GB,1716297596,1716313827,-43200,9763424,Cornville,200,0
86.066745,-74.028265,800,Clear,clear sky,01n,stations,257.62,277.64,305.58,234.79,993,24,1019,957,5516,11.71,75,6.0,4,1716294481,1,3446,GB,1716297872,1716312344,-43200,5712686,Cornville,200,0
-11.703841,-62.122657,800,Clear,clear sky,01n,stations,319.19,269.35,282.36,270.34,1025,89,1029,930,2682,13.13,168,12.96,87,1716336846,1,8904,IN,1716329411,1716304499,19800,4459490,Whitby,200,0
75.882722,-68.738585,800,Clear,clear sky,01n,stations,243.37,273.73,270.78,237.14,1005,60,1011,967,5501,8.88,109,19.65,60,1716297071,1,3306,IN,1716327785,1716275381,7200,7071238,Pitampura,200,0
-67.010214,-25.147582,800,Clear,clear sky,01n,stations,316.58,300.15,238.56,319.44,993,71,1017,987,8320,14.78,160,4.2,86,1716340642,1,3924,IN,1716270442,1716271266,-25200,7672780,Nantucket,200,0
-73.313651,26.433504,800,Clear,clear sky,01n,stations,265.25,230.39,290.58,233.99,1023,51,989,995,3521,9.25,218,18.92,92,1716329308,1,8109,GB,1716303939,1716263111,0,1396675,Nantucket,200,0
54.270288,88.966158,800,Clear,clear sky,01n,stations,288.05,300.62,226.09,221.97,1005,40,1001,946,7300,11.39,220,11.31,55,1716332013,1,5700,IN,1716330054,1716318389,7200,5509888,Whitby,200,0
-27.514269,-54.78575,800,Clear,clear sky,01n,stations,299.83,286.23,267.44,221.79,1024,53,983,975,4712,3.71,256,3.81,74,1716296955,1,2470,IT,1716284997,1716277123,19800,6783182,Rumbak,200,0
-152.713332,-36.327634,800,Clear,clear sky,01n,stations,297.43,290.64,256.65,229.98,997,69,1029,928,9217,1.7,305,15.73,69,1716319757,1,7019,IT,1716281061,1716269323,0,9390898,Rumbak,200,0
-99.372924,-10.780618,800,Clear,clear sky,01n,stations,307.02,248.43,257.7,299.41,985,26,992,964,6947,6.07,287,4.06,53,1716306993,1,3372,IT,1716328247,1716289394,-43200,7522781,Rumbak,200,0
-126.75258,86.670976,800,Clear,clear sky,01n,stations,253.73,271.19,268.65,247.65,1005,50,1017,936,3762,8.52,130,18.76,91,1716287019,1,1426,GB,1716323499,1716312302,7200,1889025,Zocca,200,0
-113.916043,-66.833919,800,Clear,clear sky,01n,stations,281.46,248.99,270.76,305.31,1021,44,1020,904,2083,14.07,286,11.88,99,1716272453,1,5336,IT,1716305692,1716294305,-43200,4193289,Pune,200,0
-35.328093,73.958447,800,Clear,clear sky,01n,stations,315.29,241.42,267.65,271.02,1015,77,1008,980,2203,6.12,229,12.26,29,1716307407,1,9331,GB,1716271398,1716315390,-43200,9234129,Whitby,200,0
141.224544,51.057807,800,Clear,clear sky,01n,stations,301.75,244.93,302.0,281.45,981,61,991,975,4204,8.26,348,15.88,53,1716283280,1,5925,IT,1716348374,1716274269,7200,6858765,Cornville,200,0
-175.894196,-87.787585,800,Clear,clear sky,01n,stations,312.32,316.64,241.87,259.31,1021,71,989,974,1628,3.72,118,17.91,85,1716343906,1,7770,GB,1716345170,1716327445,19800,4456632,Pitampura,200,0
-171.341158,-33.677052,800,Clear,clear sky,01n,stations,289.31,249.71,296.39,283.57,1005,21,1019,966,2400,14.38,338,10.01,13,1716343165,1,5528,US,1716331351,1716279375,19800,3613791,Nantucket,200,0
-112.47277,-89.303504,800,Clear,clear sky,01n,stations,279.69,261.64,278.47,244.88,999,76,1028,976,7662,10.97,316,18.69,85,1716289086,1,2502,US,1716305947,1716295187,-43200,3881140,Rumbak,200,0
-117.372737,-53.387364,800,Clear,clear sky,01n,stations,273.8,277.43,244.8,251.22,1009,89,985,911,5793,13.57,7,11.93,93,1716316276,1,6746,GB,1716263747,1716338688,7200,2565618,Nantucket,200,0
148.105568,-19.263216,800,Clear,clear sky,01n,stations,297.21,251.51,288.63,315.13,1028,61,1015,912,5026,11.72,109,16.73,90,1716287040,1,3381,IT,1716292840,1716292142,-25200,7264332,Zocca,200,0
-142.783122,36.253388,800,Clear,clear sky,01n,stations,249.67,292.42,295.21,307.04,1006,34,991,950,7527,11.65,209,0.2,20,1716315294,1,5463,US,1716342066,1716303310,-25200,8793982,Whitby,200,0
-133.363143,-10.629804,800,Clear,clear sky,01n,stations,221.33,242.55,267.76,276.27,1015,33,986,997,9724,10.65,304,19.93,94,1716332221,1,2529,US,1716307330,1716321282,7200,6747869,Whitby,200,0
-105.146554,-50.751678,800,Clear,clear sky,01n,stations,293.36,238.72,307.6,275.78,1020,38,1002,978,1070,12.16,247,1.58,30,1716323695,1,7685,GB,1716309569,1716280245,0,9077439,Whitby,200,0
79.200066,-82.069832,800,Clear,clear sky,01n,stations,282.25,308.88,229.24,306.24,1014,99,991,1021,6707,4.88,14,13.21,69,1716330178,1,3795,US,1716313707,1716287814,-25200,6734840,Zocca,200,0
56.256399,-25.745029,800,Clear,clear sky,01n,stations,277.48,224.57,257.71,297.61,1025,24,981,1016,5332,8.22,33,13.39,75,1716333335,1,6263,IT,1716345368,1716294024,-43200,5558574,Nantucket,200,0
86.481274,37.288059,800,Clear,clear sky,01n,stations,247.08,241.8,228.29,235.11,999,88,980,1000,9228,12.55,147,10.28,60,1716331519,1,9134,IN,1716331619,1716346118,0,3757713,Nantucket,200,0
51.861412,84.407908,800,Clear,clear sky,01n,stations,266.8,274.88,315.6,222.3,1015,22,1021,990,7349,6.09,10,10.3,15,1716296882,1,5977,GB,1716278194,1716284077,19800,7728877,Nantucket,200,0
-137.320427,15.102386,800,Clear,clear sky,01n,stations,246.41,262.22,287.18,296.77,1014,77,1013,997,4606,10.19,222,19.33,77,1716327733,1,1178,IT,1716334440,1716325041,-25200,7535004,Pune,200,0
15.252072,44.530694,800,Clear,clear sky,01n,stations,229.0,240.11,315.61,316.88,1020,11,1024,926,5352,3.0,136,9.47,37,1716339495,1,8964,IN,1716332557,1716332574,19800,4570448,Cornville,200,0
39.644302,-79.797471,800,Clear,clear sky,01n,stations,319.21,260.77,289.55,309.91,986,70,1005,958,7238,14.55,187,16.71,16,1716340942,1,8789,US,1716273766,1716337459,0,3581543,Whitby,200,0
-33.606649,9.309337,800,Clear,clear sky,01n,stations,291.76,302.7,258.58,232.01,998,69,1027,1012,6424,0.55,319,19.94,35,1716331463,1,4971,GB,1716337257,1716292634,19800,9995238,Zocca,200,0
85.189862,68.153275,800,Clear,clear sky,01n,stations,307.67,240.08,255.74,240.78,1012,92,990,1025,8112,3.41,151,14.34,3,1716347063,1,3150,GB,1716273933,1716304504,0,9073043,Cornville,200,0
46.950822,-86.182415,800,Clear,clear sky,01n,stations,264.28,223.02,246.45,254.62,1017,61,1003,908,9618,1.62,158,11.87,34,1716269126,1,3819,IN,1716284021,1716339643,19800,7322921,Whitby,200,0
-99.445158,-58.03655,800,Clear,clear sky,01n,stations,244.82,267.93,264.42,259.56,1021,61,994,1018,9149,4.44,19,12.8,16,1716270344,1,6835,IT,1716266069,1716269401,0,3377956,Pitampura,200,0
-9.330579,75.382634,800,Clear,clear sky,01n,stations,301.98,259.07,307.78,305.84,1020,52,1007,907,1801,2.24,43,14.87,66,1716269357,1,5880,US,1716328333,1716278623,19800,8394894,Cornville,200,0
159.319156,62.823532,800,Clear,clear sky,01n,stations,236.02,282.34,316.67,312.15,980,81,998,956,3487,0.49,290,6.22,29,1716323274,1,3015,GB,1716302146,1716294793,19800,6050091,Rumbak,200,0
21.583969,68.562998,800,Clear,clear sky,01n,stations,291.75,235.9,227.08,245.29,992,70,1029,962,5525,3.94,356,0.23,39,1716323278,1,2582,IN,1716275850,1716313105,7200,4987935,Rumbak,200,0
59.581884,-66.528798,800,Clear,clear sky,01n,stations,312.36,236.11,312.69,253.1,992,84,1005,900,2177,6.25,134,17.38,91,1716334360,1,7098,US,1716333883,1716264112,7200,3702487,Pune,200,0
-38.320818,-5.80648,800,Clear,clear sky,01n,stations,250.64,233.94,242.12,245.74,1020,88,1024,959,1705,11.07,44,8.13,86,1716297868,1,2023,US,1716300873,1716290906,7200,2883740,Zocca,200,0
