coord_lon,coord_lat,weather_id,weather_main,weather_description,weather_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,dt,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,level
10.99,44.34,800,Clear,clear sky,01n,stations,285.22,283.66,282.91,286.53,991,87,999,978,6859,4.71,187,7.75,99,1679101726,1,6812,IT,1647386175,1687717585,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.58,283.01,280.66,285.18,999,87,991,914,4730,8.29,344,11.3,28,1670544169,1,6812,IT,1619186081,1653737363,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.5,283.46,282.39,284.65,1011,71,993,945,7850,4.44,192,7.89,70,1630892096,1,6812,IT,1611488319,1640241674,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.56,283.31,283.5,286.59,1021,79,998,950,4851,0.95,141,1.06,10,1610503340,1,6812,IT,1642782383,1634173679,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.76,289.23,288.11,291.84,1017,84,1014,972,5667,4.04,26,6.4,2,1678713096,1,6812,IT,1649737638,1650496575,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.03,281.86,281.87,285.42,999,76,1007,971,9703,2.44,267,3.77,96,1643855183,1,6812,IT,1692733012,1685808718,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.04,285.85,283.92,287.87,1001,51,1004,919,1649,1.75,28,4.25,91,1636560276,1,6812,IT,1687584577,1669175785,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.88,281.43,280.42,284.44,994,87,992,935,3875,4.83,120,7.95,7,1619045982,1,6812,IT,1650228546,1683355550,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,287.56,285.96,285.2,289.46,994,90,994,975,5977,0.35,325,0.73,33,1621997685,1,6812,IT,1671890231,1643686158,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.27,282.73,281.52,285.9,1006,99,990,941,9088,3.11,37,6.9,11,1659311506,1,6812,IT,1634165352,1601568096,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.01,280.19,279.17,283.77,1009,69,1002,921,4400,7.63,193,8.37,51,1629748889,1,6812,IT,1608693958,1662376502,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.37,281.27,280.21,284.0,1030,76,994,923,1853,2.8,303,3.98,62,1617810801,1,6812,IT,1659284511,1691529975,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,285.63,284.72,283.67,287.41,991,94,1022,992,9175,7.96,315,8.47,58,1646536442,1,6812,IT,1692230853,1670261409,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,288.22,286.33,287.21,289.82,1020,77,1010,902,2265,1.85,133,6.76,18,1606483828,1,6812,IT,1642847791,1671213537,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,285.9,284.54,284.55,288.75,1025,91,1008,932,7944,9.49,158,13.24,14,1601203900,1,6812,IT,1638433646,1686865586,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.34,288.97,287.46,290.57,1004,89,1021,906,6617,1.63,346,4.59,91,1682465297,1,6812,IT,1644561922,1647684299,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,288.6,288.56,285.66,291.38,1013,91,994,980,6753,2.36,157,6.96,63,1614498966,1,6812,IT,1605600665,1682315307,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,288.68,287.33,287.62,291.24,995,68,1010,914,5222,8.96,96,11.72,61,1647520893,1,6812,IT,1668378756,1674644143,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.76,283.79,282.0,287.34,1018,90,1014,970,9389,0.72,204,5.3,44,1636257882,1,6812,IT,1652397646,1625955509,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.06,284.86,284.0,288.51,995,62,1000,984,4091,9.0,348,12.58,33,1631876850,1,6812,IT,1699470602,1620081869,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,285.87,284.82,284.2,287.02,1007,83,1012,993,1151,4.22,179,8.16,96,1653132093,1,6812,IT,1606943582,1671939784,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.37,288.73,288.08,292.08,1014,70,995,942,1063,9.82,248,10.9,71,1637544038,1,6812,IT,1660951654,1682207277,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,287.51,285.57,285.34,288.77,1002,93,998,937,6144,7.31,83,8.82,88,1668295264,1,6812,IT,1676356714,1643057255,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.3,284.65,283.71,288.94,1004,55,1025,990,3650,0.62,263,2.95,17,1695170469,1,6812,IT,1629303924,1673239360,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.45,282.84,282.97,286.95,1008,98,1014,925,6031,8.14,157,9.98,68,1676503674,1,6812,IT,1622306983,1686222668,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.25,284.4,284.83,288.53,1007,55,997,990,8360,1.14,283,2.68,55,1609864734,1,6812,IT,1648950934,1691734479,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.04,284.05,285.01,287.49,1027,81,1002,940,4706,6.32,38,9.86,15,1697043542,1,6812,IT,1695954947,1619318037,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.73,281.05,280.06,285.29,999,97,1025,909,5727,4.3,77,6.14,13,1641292751,1,6812,IT,1666823796,1685391293,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,285.62,285.49,283.8,287.8,991,95,994,926,5440,1.47,296,4.32,90,1622666531,1,6812,IT,1670204170,1684053190,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.07,282.11,281.17,286.77,999,93,1023,931,5593,0.73,63,4.02,87,1614902992,1,6812,IT,1607889687,1647852814,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.33,278.7,278.68,282.2,997,56,1012,935,4560,6.24,199,10.96,97,1672167248,1,6812,IT,1619862710,1625165873,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.9,279.52,279.18,283.22,1011,97,1007,923,6841,0.45,177,4.32,39,1644790830,1,6812,IT,1689351594,1678145485,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.37,284.14,281.82,287.24,1018,66,1027,913,6415,9.77,13,11.77,36,1617019848,1,6812,IT,1632222760,1614630508,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.58,283.17,281.91,286.09,1011,70,1001,999,4474,7.82,253,11.93,45,1658954084,1,6812,IT,1616214781,1667925599,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.19,283.16,281.78,285.03,990,94,1029,932,3449,4.12,112,8.64,30,1690491039,1,6812,IT,1610094109,1652667468,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,288.45,286.47,285.95,290.81,1019,61,1018,902,8266,1.35,305,3.94,32,1697627985,1,6812,IT,1670697041,1652337635,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.83,283.59,282.6,285.54,1023,80,1023,951,6354,8.31,37,9.18,45,1646188951,1,6812,IT,1682113553,1657845440,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,285.71,285.24,284.11,288.17,1024,68,1017,929,8458,7.17,172,8.49,0,1607157527,1,6812,IT,1649342288,1658621672,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.55,288.63,287.11,292.11,1007,60,1021,977,8158,3.38,307,5.07,24,1658029144,1,6812,IT,1608663097,1657925343,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.32,283.8,282.54,285.55,1028,98,1010,938,9270,2.32,147,5.59,88,1699181824,1,6812,IT,1623843472,1681587689,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.14,283.6,283.05,285.58,1021,52,1007,926,5790,8.31,222,8.83,80,1678581615,1,6812,IT,1658953969,1689352014,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.84,282.59,281.03,285.06,1006,75,1013,920,5479,5.48,72,9.92,82,1600447823,1,6812,IT,1649900117,1636061065,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.61,286.54,283.71,288.26,1016,100,1029,979,4443,3.69,187,6.82,99,1656990154,1,6812,IT,1627278407,1625300862,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.82,280.31,278.49,282.54,1029,54,994,992,8400,1.84,295,3.78,12,1638962773,1,6812,IT,1626960703,1693433703,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.11,281.87,279.98,283.96,1001,79,1020,903,5336,6.17,58,8.93,22,1632173649,1,6812,IT,1659782721,1686039024,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.72,288.06,288.31,292.47,1014,70,996,912,9795,0.36,279,5.06,39,1675823774,1,6812,IT,1605989720,1610127129,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.94,283.58,282.17,285.42,1008,88,1015,972,2644,8.59,161,10.33,11,1673382827,1,6812,IT,1663708757,1697716326,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.58,282.85,283.26,286.28,996,61,1029,929,8708,9.24,90,14.03,84,1636531812,1,6812,IT,1650611724,1684664151,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,287.04,285.45,284.35,289.35,993,63,1024,940,8613,5.4,306,5.68,100,1686770610,1,6812,IT,1616889106,1654661989,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.12,287.3,287.64,291.71,1027,70,1029,910,1292,0.28,224,3.89,57,1698452170,1,6812,IT,1600870722,1653041605,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.9,281.71,279.29,284.47,1010,66,1022,923,6763,5.32,69,10.25,64,1686035865,1,6812,IT,1635108808,1621668316,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.06,280.77,279.92,283.64,1020,81,1009,931,4930,9.79,184,12.01,67,1612744376,1,6812,IT,1643656571,1626062302,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.13,288.81,287.37,291.77,999,58,995,927,3288,0.66,127,4.95,0,1669499829,1,6812,IT,1662221634,1609789427,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.31,285.94,283.97,288.53,1024,54,1025,991,7753,1.47,157,2.92,15,1611685911,1,6812,IT,1682790634,1699269430,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,287.29,285.72,285.81,288.9,1021,99,1023,916,2274,1.86,157,2.81,29,1632917481,1,6812,IT,1668721931,1668209246,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.88,282.19,282.82,285.08,997,99,1014,1000,4777,2.99,297,4.78,73,1689819056,1,6812,IT,1641426545,1634317541,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.48,285.98,285.09,287.72,1018,59,1029,914,2640,0.03,59,4.6,4,1602809960,1,6812,IT,1689774541,1674987986,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.49,287.89,286.94,292.36,1007,58,999,978,8471,9.56,41,11.11,12,1664237775,1,6812,IT,1664799718,1672975244,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.84,281.33,279.65,282.96,997,98,996,984,7399,7.48,284,8.48,31,1636104246,1,6812,IT,1658522198,1688879668,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.68,288.44,287.56,291.55,997,58,1029,915,7517,4.56,78,6.08,40,1690293672,1,6812,IT,1638969091,1629383282,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.68,279.69,277.78,282.2,1001,82,1015,967,3865,3.26,91,5.07,27,1684061650,1,6812,IT,1664909761,1640052149,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.23,285.2,285.15,289.19,995,78,1004,945,8826,1.78,245,6.07,17,1690339854,1,6812,IT,1692573154,1662639488,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.84,281.05,281.1,283.94,1010,56,1007,924,8585,7.39,341,11.71,50,1661170060,1,6812,IT,1632587569,1612318039,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.79,284.41,282.13,286.49,1028,82,1002,981,9432,2.17,198,2.54,55,1653589196,1,6812,IT,1698320244,1663962190,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.55,283.54,283.36,286.5,990,85,1005,919,4595,8.01,304,10.59,95,1673863126,1,6812,IT,1667284175,1633267676,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.43,281.1,278.66,282.44,1025,51,999,926,4286,1.73,107,6.29,73,1672357980,1,6812,IT,1642516509,1621691694,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.51,283.33,281.56,286.8,1010,97,1006,996,5270,4.35,324,8.26,65,1644128061,1,6812,IT,1687130268,1692582232,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.54,285.02,285.13,288.62,1027,100,998,951,5433,8.82,318,13.28,64,1663827980,1,6812,IT,1647009241,1613295616,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.56,280.77,279.63,283.45,1020,93,1016,958,2787,0.65,117,5.11,55,1655957996,1,6812,IT,1656750383,1696694304,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,287.74,287.18,285.42,290.28,1029,55,1014,956,2718,0.65,327,4.83,28,1651211464,1,6812,IT,1638778725,1679291574,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,287.93,287.58,286.05,290.32,1002,69,1003,975,4475,9.51,230,10.73,16,1689206517,1,6812,IT,1683850632,1617141765,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.22,279.47,279.21,281.82,1016,61,1002,922,8373,6.68,233,10.0,99,1674002948,1,6812,IT,1659719262,1627134408,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.12,287.53,286.84,291.12,997,68,1015,960,6116,7.55,337,8.38,18,1629274908,1,6812,IT,1648507759,1617621414,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.4,279.96,279.74,283.15,1026,72,1006,936,3756,1.71,323,5.56,58,1649969558,1,6812,IT,1682270504,1686262923,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.53,281.3,280.22,285.51,996,51,1021,982,3495,3.24,79,7.48,41,1618428924,1,6812,IT,1691330241,1627551455,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.98,280.46,279.49,283.89,1007,75,1019,901,5679,2.05,85,5.44,25,1649332959,1,6812,IT,1670593700,1609285499,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,285.3,285.28,283.91,287.5,1012,63,1029,1000,6196,3.44,279,4.26,73,1686647512,1,6812,IT,1696442372,1649195232,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.78,279.39,278.51,282.67,992,76,1016,908,1906,5.17,272,7.66,29,1674420079,1,6812,IT,1666361314,1644165149,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.74,288.19,287.46,291.26,1021,54,1014,993,7085,4.2,65,5.56,46,1602970129,1,6812,IT,1680535238,1671821413,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.95,282.98,282.6,286.22,1013,76,1014,934,4953,2.29,266,5.18,45,1622888952,1,6812,IT,1680371163,1616911403,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.59,288.33,287.09,292.09,1004,66,1005,980,5144,5.19,335,9.19,30,1672334482,1,6812,IT,1649382991,1698091367,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.18,280.84,280.37,285.03,1007,79,1003,909,7391,4.72,328,7.29,76,1637369163,1,6812,IT,1667998237,1631822004,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.61,279.0,279.25,283.34,995,86,997,900,1806,2.02,187,3.67,35,1674785684,1,6812,IT,1671514080,1638625882,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.51,280.34,279.48,282.58,1020,86,999,918,5182,0.56,109,2.75,28,1666112975,1,6812,IT,1669242399,1640984493,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.65,286.53,284.57,288.18,1012,54,1001,951,6327,3.69,228,5.87,76,1658013466,1,6812,IT,1657984835,1639344121,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.06,279.49,278.39,281.21,997,77,1015,936,7779,7.87,329,12.67,6,1623909197,1,6812,IT,1602287848,1648498336,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.6,282.08,281.93,285.88,1017,94,994,903,5939,5.98,235,7.28,66,1625132308,1,6812,IT,1606062061,1629949550,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.44,284.84,285.24,288.2,1023,93,1006,957,6998,6.97,89,8.9,64,1600197501,1,6812,IT,1666495488,1630478031,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,288.86,288.34,286.03,291.3,1001,76,1002,933,2422,0.75,214,1.57,79,1660521877,1,6812,IT,1665432337,1672158814,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.88,285.74,285.02,288.32,995,54,1021,904,6184,1.62,220,5.68,23,1642940939,1,6812,IT,1624912268,1681849570,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.41,280.28,278.48,283.24,1016,70,1029,948,1595,8.8,200,8.88,12,1682928370,1,6812,IT,1662814725,1630673272,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.74,283.59,282.7,285.82,1014,53,1010,910,7871,2.35,48,5.86,83,1695544570,1,6812,IT,1620989606,1664957981,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,287.72,286.11,286.33,289.57,1018,74,992,996,9250,7.28,339,11.33,75,1631054934,1,6812,IT,1680359533,1662543937,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.68,283.22,281.53,286.1,1011,85,991,942,1665,5.46,127,6.83,31,1631096944,1,6812,IT,1611515185,1626215750,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.53,280.88,279.94,283.95,1020,90,1012,981,7017,8.39,273,10.6,17,1613596118,1,6812,IT,1606925018,1660261400,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.09,283.99,281.93,286.71,1030,69,998,974,3869,6.22,195,7.3,24,1687077985,1,6812,IT,1629852817,1621611801,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.26,283.36,283.03,285.9,1018,97,1029,991,7112,4.8,105,9.02,74,1647591699,1,6812,IT,1635212166,1675297413,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.35,285.52,283.69,288.46,1002,85,996,989,3507,3.2,254,3.22,3,1672415847,1,6812,IT,1674193067,1626616527,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.8,279.84,279.07,283.29,1025,66,1022,910,1792,9.92,30,14.58,16,1637480361,1,6812,IT,1661662562,1678696136,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.43,281.52,281.84,285.86,1008,83,1028,996,3889,3.62,141,4.43,75,1664966071,1,6812,IT,1682539531,1604690017,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.17,279.21,278.99,281.53,1014,85,1029,905,6023,0.49,349,3.77,25,1639094028,1,6812,IT,1618536320,1667439127,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.48,280.84,280.1,283.67,1000,69,1012,968,4753,2.9,236,4.81,2,1644888389,1,6812,IT,1633968911,1641884046,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,285.07,284.22,283.47,287.71,1027,57,996,993,5615,5.37,164,6.96,66,1654119703,1,6812,IT,1631894743,1623623895,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.57,281.34,279.35,284.05,999,60,1003,1000,1946,1.81,333,2.3,14,1645521719,1,6812,IT,1663469869,1646381283,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.47,280.86,280.78,284.37,1021,90,997,918,6672,7.59,343,12.42,17,1647890238,1,6812,IT,1630681859,1687611671,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.25,281.82,280.89,285.28,1014,76,1014,967,9720,1.04,162,2.3,28,1684945569,1,6812,IT,1684414674,1666595051,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.98,285.85,284.77,289.97,1017,77,1028,969,9702,9.66,233,12.27,96,1688826140,1,6812,IT,1696802379,1678483876,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.39,281.66,281.16,284.57,1015,72,1015,933,2404,4.61,216,5.4,55,1608077576,1,6812,IT,1697948927,1624238777,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.47,282.18,281.38,285.13,1025,64,991,956,2661,0.13,3,3.51,51,1605953926,1,6812,IT,1683299539,1615051159,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.66,280.03,278.62,283.57,1002,86,1027,922,8899,9.94,106,14.15,34,1625403240,1,6812,IT,1641007238,1694030657,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,290.0,289.63,288.15,291.28,1012,63,1009,949,3486,3.08,322,4.96,17,1662820751,1,6812,IT,1655057542,1625343119,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,285.33,284.85,282.35,288.29,1003,100,1011,998,7690,7.25,208,11.85,55,1656168903,1,6812,IT,1666455887,1615549142,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.55,282.66,281.21,286.13,996,79,1015,991,2877,1.69,79,6.23,87,1679049521,1,6812,IT,1623402566,1668664069,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,287.4,286.41,285.92,288.78,1000,60,998,905,4457,0.68,304,3.75,50,1600299987,1,6812,IT,1632207944,1652775243,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.25,283.72,283.01,285.98,1017,74,1000,993,5890,9.34,126,12.74,33,1623242422,1,6812,IT,1697515003,1643730274,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.64,283.01,281.78,286.84,1013,96,995,916,8044,0.7,138,5.48,63,1628198234,1,6812,IT,1634318208,1649039093,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.61,279.78,279.92,283.03,994,62,995,921,3932,9.64,184,11.86,83,1689111030,1,6812,IT,1684151241,1618098430,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.14,279.38,278.82,283.08,991,56,1027,913,8547,9.36,275,12.06,81,1686513375,1,6812,IT,1676686967,1685427889,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.66,281.31,280.31,282.92,1001,76,997,908,7745,9.78,121,11.24,12,1697528715,1,6812,IT,1637395947,1651120246,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.74,288.34,287.86,292.71,1004,70,991,902,1770,7.12,6,8.08,23,1656206935,1,6812,IT,1671755829,1644852486,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.84,281.98,281.54,284.74,1017,100,1020,942,8577,2.32,47,3.7,84,1609637201,1,6812,IT,1667035574,1627927440,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.9,283.03,282.1,286.7,1026,81,1010,920,4087,4.63,166,9.16,13,1688901398,1,6812,IT,1652520788,1696004589,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.7,280.52,278.9,284.07,1012,85,1008,974,2363,3.0,2,4.94,49,1679202921,1,6812,IT,1635598513,1633350732,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.98,282.62,282.69,285.78,1024,53,1005,910,1649,2.9,80,3.04,4,1653117272,1,6812,IT,1664296555,1605702299,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.2,282.29,280.58,286.12,991,62,1004,960,5600,0.54,258,1.86,99,1649679054,1,6812,IT,1695010731,1607018892,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,288.98,287.62,287.35,291.81,994,90,1013,992,2641,8.62,94,9.93,3,1667589131,1,6812,IT,1683336958,1663042078,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.13,281.23,279.16,283.23,1008,54,1002,974,1265,1.05,75,3.92,0,1634590075,1,6812,IT,1631126086,1653263166,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.57,280.0,279.48,283.05,993,69,1020,967,7662,1.39,333,2.18,65,1624932492,1,6812,IT,1640746075,1625755702,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.26,281.44,280.17,283.42,1016,50,1014,910,8913,6.14,194,10.92,80,1612061491,1,6812,IT,1622939583,1688584204,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.28,287.85,286.59,291.56,1016,87,1017,909,3447,4.49,286,5.02,85,1618284612,1,6812,IT,1692814440,1650993481,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,287.47,285.59,285.48,289.49,994,78,1001,915,9163,3.8,5,5.08,88,1661590591,1,6812,IT,1609482805,1601777253,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,283.24,282.25,282.06,285.04,1028,91,1015,992,9533,7.1,148,11.73,45,1653576436,1,6812,IT,1650941268,1617553022,7200,3163858,Zocca,200,0
